id	navi	ipa	infixes	partOfSpeech	source	stressed	syllables	infixDots	de	en	et	fr	hu	nl	pl	ru	sv
13073	Omatikaya	o.ma.ti.ˈka.ja	NULL	prop.n.	JC, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	4	O-ma-ti-ka-ya	NULL	Omatikaya (Name eines Clanes), Clan der Blauen Flöte	Blue Flute Clan	Sinise flöödi hõim	clan de la flûte bleue	Kék Síp Klán	stam van de Blauwe Fluit (Noot: vaak foutief gespeld als Omaticaya, vanwege het ASG)	NULL	NULL	NULL
13074	Otranyu	ot.ˈɾan.ju	NULL	prop.n.	JC, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	2	Ot-ran-yu	NULL	männlicher Name	male Na'vi	Na'vi mees	homme Na'vi	Na'vi férfi	mannelijke Na'vi	NULL	NULL	NULL
13075	Peyral	pɛj.ˈɾal	NULL	prop.n.	PF, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	2	Pey-ral	NULL	weiblicher Name	female Na'vi of the Omatikaya Clan	Omatikaya hõimu Na'vi naine	femme Na'vi du clan Omatikaya	Omatikaya női név	vrouw van de Omatikaya Stam	NULL	NULL	NULL
13076	Pongu Pongu	ˈpo.ŋu ˈpo.ŋu	NULL	prop.n.	https://naviteri.org/2017/06/ayliu-a-ta-eywaeveng-kifkey-uniltirantokxa-words-from-disneys-pandora-the-world-of-avatar/ (30 Jun 2017)	2	Po-ngu Po-ngu	NULL	Party Party (unregelmäßige Benutzung: Name der Bar in Disney's Pandora - The World of Avatar)	party party (irregular use; Name of bar at Disney's Pandora - The World of Avatar)	Rühmapidu (ebareeglipärane)	« groupe groupe » (utilisation irrégulière; nom du bar à Disney's Pandora - The World of Avatar)	party party ( bár neve Disney Pandora))	goep groep (onregelmatig gebruik)	NULL	NULL	NULL
13077	Ralu	ˈɾa.lu	NULL	prop.n.	PF, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	1	Ra-lu	NULL	männlicher Name	male Na'vi	Na'vi mees	homme Na'vi	Na'vi férfi	mannelijke Na'vi	NULL	NULL	NULL
13078	Rini	ˈɾi.ni	NULL	prop.n.	PF, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	1	Ri-ni	NULL	weiblicher Name	female Na'vi	Na'vi naine	femme Na'vi	Na'vi nő	vrouwelijke Na'vi	NULL	NULL	NULL
13079	Ronal	ˈɾo.nal	NULL	prop.n.	NULL	1	Ro-nal	NULL	weiblicher Name	Female Na'vi of the Metkayina Clan	Metkayina hõimu Na'vi naine	femme Na'vi du clan Metkayina	Na'vi női név a  Metkayina klánban	vrouw van de Metkayina Stam	NULL	NULL	NULL
13080	Rongloa	ˈɾoŋ.lo.a	NULL	prop.n.	JC, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	1	Rong-lo-a	NULL	Rongloa (Name eines Clans)	Na'vi Clan name	Na'vi hõimu nimi	nom de clan Na'vi	Na'vi klán neve	naam van een Na'vi stam	NULL	NULL	NULL
13081	Rotxo	ˈɾo.t'o	NULL	prop.n.	https://www.joblo.com/movie-news/sully-neytiri-s-children-in-avatar-2-are-here-in-new-photo-225 (27 Sep 2017)	1	Ro-txo	NULL	männlicher Name	male Na'vi of the Metkayina Clan	Metkayina hõimu Na'vi mees	homme Na'vi du clan Metkayina	Na'vi férfi a Metkayina klánban	man van de Metkayina Stam	NULL	NULL	NULL
13082	Satu'li	saˈtuʔ.li	NULL	prop.n.	http://naviteri.org/2017/06/ayliu-a-ta-eywaeveng-kifkey-uniltirantokxa-words-from-disneys-pandora-the-world-of-avatar/ (30 Jun 2017)	1	Satu'-li	NULL	Kantine im Tal von Mo'ara	Canteen in the Valley of Mo'ara	Mo'ara kanjoni söökla	cantine dans la vallée de Mo'ara	étkezde neve a Mo'ara -ban	kantine in de Mo'ara Vallei (Uit Disney's Pandora - The World of Avatar)	NULL	NULL	NULL
13083	Seze	ˈsɛ.zɛ	NULL	prop.n.	ZS, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	1	Se-ze	NULL	Name von Neytiris Ikran (Bedeut.: Blaue Blume)	Neytiri's banshee	Neytiri mardus	banshee de Neytiri	Neytiri sikollja	Neytiri's ikran	NULL	NULL	NULL
13084	Silwanin	sil.ˈwa.nin	NULL	prop.n.	NULL	2	Sil-wa-nin	NULL	weiblicher Name	Neytiri's sister	Neytiri õde	sœur de Neytiri	Neytiri nővére	Neytiri's zus	NULL	NULL	NULL
13085	Sorewn	so.ˈɾɛwn	NULL	prop.n.	PF, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	2	So-rewn	NULL	weiblicher Name	female Na'vi	Na'vi naine	femme Na'vi	Na'vi nő	vrouwelijke Na'vi	NULL	NULL	NULL
13086	Swotulu	ˈswo.tu.lu	NULL	prop.n.	https://forum.learnnavi.org/language-updates/landscape-words/msg161645/#msg161645 (28 Mar 2010)	1	Swo-tu-lu	NULL	heiliger Fluss, geheiligter Fluss	sacred river	püha jõgi	rivière sacrée	szent folyó	heilige rivier	NULL	NULL	NULL
13087	Swotu Wayä	ˈswo.tu ˈwaj.æ	NULL	prop.n.	https://forum.learnnavi.org/language-updates/expansion-to-flora-fauna-and-places-from-the-valley-of-mo'ara/ (21 May 2019)	2	Swo-tu Way-ä	NULL	Heiliger Ort des Gesangs (im Tal von Mo'ara gelegen)	sacred place of song	laulu püha koht	place sacrée de chant (située dans la vallée de Mo'ara)	szent énekhely	heilige plaats van zang (Uit Disney's Pandora - The World of Avatar)	NULL	NULL	NULL
13088	Tawkami	taw.ˈka.mi	NULL	prop.n.	http://naviteri.org/2017/02/ayioang-amip-si-ayu-alahe-new-animals-and-other-things/ (28 Feb 2018)	2	Taw-ka-mi	NULL	Tawkami (Name eines Clans)	Na'vi Clan name	Na'vi hõimu nimi	nom de clan Na'vi	Na'vi klán neve	naam van een Na'vi stam	NULL	NULL	NULL
13090	Tipani	ˈti.pa.ni	NULL	prop.n.	http://naviteri.org/2017/02/ayioang-amip-si-ayu-alahe-new-animals-and-other-things/ (28 Feb 2018)	1	Ti-pa-ni	NULL	Tipani (Name eines Clans)	Na'vi Clan name	Na'vi hõimu nimi	nom de clan Na'vi	Na'vi klán neve	naam van een Na'vi stam	NULL	NULL	NULL
13091	Tonowari	to.no.ˈwa.ɾi	NULL	prop.n.	https://learnnavi.org/2017/05/09/cliff-curtis-joins-cast-for-avatar-sequels/ (09 May 2017)	3	To-no-wa-ri	NULL	männlicher Name	male Na'vi of the Metkayina Clan	Metkayina hõimu Na'vi mees	homme Na'vi du clan Metkayina	Na'vi férfi a  Metkayina klánban	man van de Metkayina Stam	NULL	NULL	NULL
13092	Tsahìk	ˈt͡sa.hɪk̚	NULL	prop.n.	https://en.wiktionary.org/wiki/Appendix:Na'vi	1	Tsa-hìk	NULL	spirituelle Führerin, die (ähnlich einer Schamanin)	matriarch, high priestess, interpreter	sugukonda valitsev naine, tõlgitseja, šamaan	matriarche, grande prêtresse, interprète	női szellemi vezető, sámánnő	moeder van de stam, hogepriesteres, shamaan	NULL	NULL	NULL
13093	Tsenu	ˈt͡sɛ.nu	NULL	prop.n.	PF, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	1	Tse-nu	NULL	weiblicher Name	female Na'vi	Na'vi naine	femme Na'vi	Na'vi nő	vrouwelijke Na'vi	NULL	NULL	NULL
13094	Tsireya	t͡si.ˈɾɛj.a	NULL	prop.n.	https://www.joblo.com/movie-news/sully-neytiri-s-children-in-avatar-2-are-here-in-new-photo-225 (27 Sep 2017)	2	Tsi-rey-a	NULL	weiblicher Name	female of the Metkayina Clan	Metkayina hõimu Na'vi naine	femme du clan Metkayina	női név a  Metkayina klánban	vrouw van de Metkayina Stam	NULL	NULL	NULL
13095	Tskaha	ˈt͡ska.ha	NULL	prop.n.	JC, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	1	Tska-ha	NULL	Name, verm. Familienname	Na'vi Clan name	Na'vi hõimu nimi	nom de clan Na'vi	Na'vi klán neve	naam van een Na'vi stam	NULL	NULL	NULL
13096	Tsu'tey	t͡suʔ.ˈtɛj	NULL	prop.n.	JC, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	2	Tsu'-tey	NULL	männlicher Name	male of the Omatikaya Clan	Omatikaya hõimu Na'vi mees	homme du clan Omatikaya	férfi név az Omatikaya klánban	man van de Omatikaya Stam	NULL	NULL	NULL
13097	Tsumongwi	t͡su.moŋ.wi	NULL	prop.n.	JC	1	Tsu-mong-wi	NULL	Original Name der Omatikaya	original name for the Omatikaya	Omatikaya hõimu algupärane nimi	nom d'origine des Omatikayas	az Omatikaya eredeti neve	oorspronkelijke naam voor de Omatikaya	NULL	NULL	NULL
13098	Tuke	ˈtu.kɛ	NULL	prop.n.	PF, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	1	Tu-ke	NULL	weiblicher Name	female Na'vi	Na'vi naine	femme Na'vi	Na'vi női név 	vrouwelijke Na'vi	NULL	NULL	NULL
13099	Tuktirey	tuk.ˈti.ɾɛj	NULL	prop.n.	https://www.joblo.com/movie-news/sully-neytiri-s-children-in-avatar-2-are-here-in-new-photo-225 (27 Sep 2017)	2	Tuk-ti-rey	NULL	weiblicher Name	Jake and Neytiri's daughter	Jake'i ja Neytiri tütar	fille de Jake et Neytiri	Jake és Neytiri lánya	dochter van Jake en Neytiri	NULL	NULL	NULL
13100	Txärpawk	ˈt'æɾ.pawk̚	NULL	prop.n.	http://naviteri.org/2017/02/ayioang-amip-si-ayu-alahe-new-animals-and-other-things/ (28 Feb 2017)	1	Txär-pawk	NULL	Thanatorknochenhorn (heiliges Objekt, von den Anurai erschaffen, kann den großen Leonopteryx herbeirufen)	Palulukan Bone Horn	Surmapantriluu sarvepill	cor fait d'os de Palulukan	Palulukan Csont Kürt	Palulukan Bot Hoorn	NULL	NULL	NULL
13101	Txewì	ˈt'ɛ.wɪ	NULL	prop.n.	PF, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	1	Txe-wì	NULL	männlicher Name	male Na'vi	Na'vi mees	homme Na'vi	Na'vi férfi	mannelijke Na'vi	NULL	NULL	NULL
13102	Txilte	ˈt'il.tɛ	NULL	prop.n.	PF, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	1	Txil-te	NULL	weiblicher Name	female Na'vi	Na'vi naine	femme Na'vi	Na'vi nő	vrouwelijke Na'vi	NULL	NULL	NULL
13103	Uniltaron	ˌu.nil.ˈta.ɾon	NULL	prop.n.	https://en.wiktionary.org/wiki/Appendix:Na'vi	3	U-nil-ta-ron	NULL	Traumjagd	Dream Hunt	Unelmate Jaht	chasse de rêves	Álomvadászat (szertartás neve)	Droomjacht	NULL	NULL	NULL
13104	Utral Aymokriyä	ˈut.ɾal aj.ˈmok.ɾi.jæ	NULL	prop.n.	https://wiki.learnnavi.org/Corpus#Lemondrop.com (26 Jan 2010)	3	Ut-ral Ay-mok-ri-yä	NULL	Baum der Stimmen	Tree of Voices	Häälte Puu	arbre des voix	Hangok Fája	Stemmenboom	NULL	NULL	NULL
13105	Va'ru	ˈvaʔ.ɾu	NULL	prop.n.	PF, https://forum.learnnavi.org/language-updates/stxo/ (05 Jul 2010)	1	Va'-ru	NULL	männlicher Name	male Na'vi	Na'vi mees	homme Na'vi	Na'vi férfi	mannelijke Na'vi	NULL	NULL	NULL
13106	Vitrautral	vit.ˈɾa.ut.ɾal	NULL	prop.n.	Frommer	2	Vit-ra-ut-ral	NULL	Baum der Seelen	Tree of Souls	Hingede Puu 	arbre des âmes	Lelkek Fája	Zielenboom	NULL	NULL	NULL
13107	pemsu	pɛm.ˈsu	NULL	inter.	http://naviteri.org/2011/07/number-in-na%e2%80%99vi/ (30 JUL 2011)	2	pem-su	NULL	Welche beiden Personen?	what two people	kes kaks isikut	quelles deux personnes?	melyik két ember	welke twee personen	NULL	NULL	NULL
13108	mesupe	mɛ.ˈsu.pɛ	NULL	inter.	http://naviteri.org/2011/07/number-in-na%e2%80%99vi/ (30 JUL 2011)	2	me-su-pe	NULL	Welche beiden Personen?	what two people	kes kaks isikut	quelles deux personnes?	melyik két ember	welke twee personen	NULL	NULL	NULL
13109	pepsu	pɛp.ˈsu	NULL	inter.	http://naviteri.org/2011/07/number-in-na%e2%80%99vi/ (30 JUL 2011)	2	pep-su	NULL	Welche drei Personen?	what three people	kes kolm isikut	quelles trois personnes?	melyik három ember	welke drie personen	NULL	NULL	NULL
13110	pxesupe	p'ɛ.ˈsu.pɛ	NULL	inter.	http://naviteri.org/2011/07/number-in-na%e2%80%99vi/ (30 JUL 2011)	2	pxe-su-pe	NULL	Welche drei Personen?	what three people	kes kolm isikut	quelles trois personnes?	melyik három ember	welke drie personen	NULL	NULL	NULL
13111	paysu	paj.ˈsu	NULL	inter.	http://naviteri.org/2011/07/number-in-na%e2%80%99vi/ (30 JUL 2011)	2	pay-su	NULL	Welche Personen?	what people	kes (mitmus)	quelles personnes?	mely emberek	welke personen	NULL	NULL	NULL
13112	aysupe	aj.ˈsu.pɛ	NULL	inter.	http://naviteri.org/2011/07/number-in-na%e2%80%99vi/ (30 JUL 2011)	2	ay-su-pe	NULL	Welche Personen?	what people	kes (mtmus)	quelles personnes?	mely emberek	welke personen	NULL	NULL	NULL
13113	pestan	pɛ.ˈstan	NULL	inter.	http://naviteri.org/2011/07/number-in-na%e2%80%99vi/ (30 JUL 2011)	2	pe-stan	NULL	Welcher Mann?	what man	kes (mees)	quel homme?	melyik férfi	welke man	NULL	NULL	NULL
13114	tutampe	tu.ˈtam.pɛ	NULL	inter.	http://naviteri.org/2011/07/number-in-na%e2%80%99vi/ (30 JUL 2011)	2	tu-tam-pe	NULL	Welcher Mann?	what man	kes (mees)	quel homme?	melyik férfi	welke man	NULL	NULL	NULL
13115	pemstan	pɛm.ˈstan	NULL	inter.	http://naviteri.org/2011/07/number-in-na%e2%80%99vi/ (30 JUL 2011)	2	pem-stan	NULL	Welche beiden Männer?	what two men	kes kaks meest	quels deux hommes?	melyik két férfi	welke twee mannen	NULL	NULL	NULL
13116	mestampe	mɛ.ˈstam.pɛ	NULL	inter.	http://naviteri.org/2011/07/number-in-na%e2%80%99vi/ (30 JUL 2011)	2	me-stam-pe	NULL	Welche beiden Männer?	what two men	kes kaks meest	quels deux hommes?	melyik két férfi	welke twee mannen	NULL	NULL	NULL
13117	pepstan	pɛp.ˈstan	NULL	inter.	http://naviteri.org/2011/07/number-in-na%e2%80%99vi/ (30 JUL 2011)	2	pep-stan	NULL	Welche drei Männer?	what three men	kes kolm meest	quels trois hommes?	melyik három férfi	welke drie mannen	NULL	NULL	NULL
13118	pxestampe	p'ɛ.ˈstam.pɛ	NULL	inter.	http://naviteri.org/2011/07/number-in-na%e2%80%99vi/ (30 JUL 2011)	2	pxe-stam-pe	NULL	Welche drei Männer?	what three men	kes kolm meest	quels trois hommes?	melyik három férfi	welke drie mannen	NULL	NULL	NULL
13119	paystan	paj.ˈstan	NULL	inter.	http://naviteri.org/2011/07/number-in-na%e2%80%99vi/ (30 JUL 2011)	2	pay-stan	NULL	Welche Männer?	what men	kes (mehed)	quels hommes?	mely férfiak	welke mannen	NULL	NULL	NULL
13120	aystampe	aj.ˈstam.pɛ	NULL	inter.	http://naviteri.org/2011/07/number-in-na%e2%80%99vi/ (30 JUL 2011)	2	ay-stam-pe	NULL	Welche Männer?	what men	kes (mehed)	quels hommes?	mely férfiak	welke mannen	NULL	NULL	NULL
13121	peste	pɛ.ˈstɛ	NULL	inter.	http://naviteri.org/2011/07/number-in-na%e2%80%99vi/ (30 JUL 2011)	2	pe-ste	NULL	Welche Frau?	what woman	kes (naine)	quelle femme?	melyik nő	welke vrouw	NULL	NULL	NULL
13122	tutepe	tu.ˈtɛ.pɛ	NULL	inter.	http://naviteri.org/2011/07/number-in-na%e2%80%99vi/ (30 JUL 2011)	2	tu-te-pe	NULL	Welche Frau?	what woman	kes (naine)	quelle femme?	melyik nő	welke vrouw	NULL	NULL	NULL
13123	pemste	pɛm.ˈstɛ	NULL	inter.	http://naviteri.org/2011/07/number-in-na%e2%80%99vi/ (30 JUL 2011)	2	pem-ste	NULL	Welche zwei Frauen?	what two women	kes kaks naist	quelles deux femmes?	melyik két nő	welke twee vrouwen	NULL	NULL	NULL
13124	mestepe	mɛ.ˈstɛ.pɛ	NULL	inter.	http://naviteri.org/2011/07/number-in-na%e2%80%99vi/ (30 JUL 2011)	2	me-ste-pe	NULL	Welche zwei Frauen?	what two women	kes kaks naist	quelles deux femmes?	melyik két nő	welke twee vrouwen	NULL	NULL	NULL
13125	pepste	pɛp.ˈstɛ	NULL	inter.	http://naviteri.org/2011/07/number-in-na%e2%80%99vi/ (30 JUL 2011)	2	pep-ste	NULL	Welche drei Frauen?	what three women	kes kolm naist	quelles trois femmes?	melyik három nő	welke drie vrouwen	NULL	NULL	NULL
13126	pxestepe	p'ɛ.ˈstɛ.pɛ	NULL	inter.	http://naviteri.org/2011/07/number-in-na%e2%80%99vi/ (30 JUL 2011)	2	pxe-ste-pe	NULL	Welche drei Frauen?	what three women	kes kolm naist	quelles trois femmes?	melyik három nő	welke drie vrouwen	NULL	NULL	NULL
13127	payste	paj.ˈstɛ	NULL	inter.	http://naviteri.org/2011/07/number-in-na%e2%80%99vi/ (30 JUL 2011)	2	pay-ste	NULL	Welche Frauen?	what women	kes (naised)	quelles femmes?	mely nők	welke vrouwen	NULL	NULL	NULL
13128	aystepe	aj.ˈstɛ.pɛ	NULL	inter.	http://naviteri.org/2011/07/number-in-na%e2%80%99vi/ (30 JUL 2011)	2	ay-ste-pe	NULL	Welche Frauen?	what women	kes (naised)	quelles femmes?	mely nők	welke vrouwen	NULL	NULL	NULL
13129	yokx	jok'	NULL	n.	https://forum.learnnavi.org/language-updates/vocabulary-from-disney's-na'vi-translator	1	yokx	NULL	Schild	shield	NULL	bouclier, protection	NULL	schild	NULL	NULL	NULL
13130	smaw	sm·aw	sm<0><1><2>aw	vtr.	http://naviteri.org/2020/02/some-words-for-leap-year-day/	1	smaw	sm..aw	billigen, zustimmen, absegnen, zusagen, für gut befinden, bestätigen, gutheißen, mit etwas einverstanden sein	approve of	NULL	approuver	NULL	goedkeuren	NULL	NULL	NULL
13131	tìsmaw	tɪ.ˈsmaw	NULL	n.	http://naviteri.org/2020/02/some-words-for-leap-year-day/	2	tì-smaw	NULL	Genehmigung, Billigung, Zustimmung, Absegnung, Bewilligung, Bestätigung, Gutheißung	approval	NULL	approbation	NULL	goedkeuring	NULL	NULL	NULL
13132	natxu	n·a.ˈt'·u	n<0><1>tx<2>u	vtr.	http://naviteri.org/2020/02/some-words-for-leap-year-day/	2	na-txu	n.atx.u	missbilligen, dagegen sein, nicht einverstanden sein mit, ablehnend gegenüberstehen	disapprove of	NULL	désapprouver	NULL	afkeuren	NULL	NULL	NULL
13133	tìnatxu	tɪ.na.ˈt'u	NULL	n.	http://naviteri.org/2020/02/some-words-for-leap-year-day/	3	tì-na-txu	NULL	Missbilligung, Missfallen, Ablehnung	disapproval	NULL	désapprobation	NULL	afkeuring	NULL	NULL	NULL
13134	la'um	ˈl·a.ʔ·um	l<0><1>a'<2>um	vin.	http://naviteri.org/2020/02/some-words-for-leap-year-day/	1	la-'um	l.a'.um	vortäuschen, vorspielen, heucheln; so tun, als ob (verwendet mit tsnì)	pretend (use with tsnì)	NULL	prétendre (utilisé avec tsnì)	NULL	doen alsof, voorwenden (gebruikt met tsnì)	NULL	NULL	NULL
13135	tìla'um	tɪ.ˈla.ʔum	NULL	n.	http://naviteri.org/2020/02/some-words-for-leap-year-day/	2	tì-la-'um	NULL	Vorwand, Vortäuschung, Heuchelei, Schein	pretence	NULL	prétexte	NULL	voorwendsel, smoes	NULL	NULL	NULL
13136	tsaktap	ˈt͡sak.tap̚ 	NULL	n.	http://naviteri.org/2020/02/some-words-for-leap-year-day/	1	tsak-tap	NULL	Gewalt, Gewalttätigkeit, Brutalität, gewaltsames Vorgehen	violence	NULL	violence	NULL	geweld	NULL	NULL	NULL
13137	letsaktap	lɛ.ˈt͡sak.tap̚ 	NULL	adj.	http://naviteri.org/2020/02/some-words-for-leap-year-day/	2	le-tsak-tap	NULL	gewalttätig, gewaltsam, brutal	violent	NULL	violent	NULL	gewelddadig	NULL	NULL	NULL
13138	tsaktap si	ˈt͡sak.tap s·i	tsaktap s<0><1><2>i	vin.	http://naviteri.org/2020/02/some-words-for-leap-year-day/	1	tsak-tap si	tsaktap s..i	Gewalt anwenden, gewalttätig sein, gewaltbereit sein	be violent, use violence	NULL	être violent, utiliser la violence	NULL	geweld gebruiken, gewelddadig zijn	NULL	NULL	NULL
13139	mungwrrtxo	muŋ.ˈwṛt'o	NULL	conj.	http://naviteri.org/2020/02/some-words-for-leap-year-day/	2	mung-wrr-txo	NULL	außer, sofern nicht, es sei denn (meist mit dem Subjunktiv (<iv>) benutzt)	unless, except if (usually used with subjunctive <iv>)	NULL	à moins que, sauf si (habituellement utilisé avec le subjonctif <iv>)	NULL	behalve als (meestal gebruikt met <iv>)	NULL	NULL	NULL
13140	tìvirä	tɪ.vi.ˈɾæ	NULL	n.	http://naviteri.org/2020/03/teri-tifkeytok-lefkrr-about-the-present-situation/	3	tì-vi-rä	NULL	Ausbreitung, Verbreitung	spread, proliferation	NULL	diffusion, propagation, prolifération	NULL	verspreiding	NULL	NULL	NULL
13141	wrrkä	wṛ.ˈk·æ	wrrk<0><1><2>ä	vin.	http://naviteri.org/2020/03/teri-tifkeytok-lefkrr-about-the-present-situation/	2	wrr-kä	wrrk..ä	rausgehen, hinausgehen	go out, go outside	NULL	sortir (à l'extérieur)	NULL	naar buiten gaan	NULL	NULL	NULL
13142	txung	t'·uŋ	tx<0><1><2>ung	vtr.	http://naviteri.org/2020/03/teri-tifkeytok-lefkrr-about-the-present-situation/	1	txung	tx..ung	stören, unterbrechen, beunruhigen, negativ auswirken auf	disturb, disrupt, bother, affect negatively	NULL	déranger, perturber, gêner, affecter négativement	NULL	storen, lastig vallen, negatief beïnvloeden	NULL	NULL	NULL
13143	palang	ˈp·a.l·aŋ	p<0><1>al<2>ang	vtr.	http://naviteri.org/2020/03/teri-tifkeytok-lefkrr-about-the-present-situation/	1	pa-lang	p.al.ang	Kontakt haben (gesellschaftlicher Sinn), in Kontakt sein, (mit jemandem) verkehren, (mit jemandem) umgehen	contact (in a social sense), communicate with	NULL	contacter (au sens social du terme), communiquer avec	NULL	communiceren met, socializen	NULL	NULL	NULL
13144	tìpalang	tɪ.ˈpa.laŋ	NULL	n.	http://naviteri.org/2020/03/teri-tifkeytok-lefkrr-about-the-present-situation/	2	tì-pa-lang	NULL	(sozialer) Kontakt, Sozialkontakt, (gesellschaftlicher) Umgang	(social) contact	NULL	contact (social)	NULL	(sociaal) contact	NULL	NULL	NULL
13145	tstunkem	ˈt͡stun.kɛm	NULL	n.	http://naviteri.org/2020/03/mipa-sawasultsyip-a-new-contest/	1	tstun-kem	NULL	Gefallen, Gefälligkeit, ein Akt der Güte	favor, act of kindness (usually pronounced tstungkem)	NULL	faveur, acte de bonté (souvent prononcé tsungkem)	NULL	gunst, goede daad (meestal uitgesproken als tstungkem)	NULL	NULL	NULL
13146	tstunkem si	ˈt͡stun.kɛm s·i	tstunkem s<0><1><2>i	vin.	http://naviteri.org/2020/03/mipa-sawasultsyip-a-new-contest/	1	tstun-kem si	tstunkem s..i	jemandem einen Gefallen tun	do a favor	NULL	faire une faveur	NULL	een goede daad doen, (iemand) een plezier doen	NULL	NULL	NULL
13147	tstunkemtsyìp	ˈt͡stun.kɛm.t͡syɪp̚	NULL	n.	http://naviteri.org/2020/03/mipa-sawasultsyip-a-new-contest/	1	tstun-kem-tsyìp	NULL	kleiner Gefallen	little favor	NULL	petite faveur	NULL	kleine gunst	NULL	NULL	NULL
13148	säfrìp	sæ.ˈfɾɪp̚	NULL	n.	http://naviteri.org/2020/04/keltrrtrra-tieylan-an-unusual-friendship/	2	sä-frìp	NULL	Biss	a bite	NULL	morsure	NULL	beet	NULL	NULL	NULL
13149	tsawng	t͡sawŋ	ts<0><1><2>awng	vin.	http://naviteri.org/2020/04/aawa-u-amip-a-few-new-things/	1	tsawng	ts..awng	zersplittern, zerbrechen, zerschellen, zerschmettern, in Stücke brechen	shatter, break into pieces	NULL	(se) briser | briser en plusieurs morceaux	NULL	verbrijzelen, in stukken breken	NULL	NULL	NULL
13150	pon	pon	p<0><1><2>on	vtr.	http://naviteri.org/2020/04/aawa-u-amip-a-few-new-things/	1	pon	p..on	balancieren, das Gleichgewicht halten	balance	NULL	balancer	NULL	balanceren	NULL	NULL	NULL
13151	mei	ˈmɛ.i	NULL	adj.	http://naviteri.org/2020/04/aawa-u-amip-a-few-new-things/	1	me-i	NULL	nass	wet	NULL	mouillé, trempé	NULL	nat	NULL	NULL	NULL
13152	meitayo	mɛ.i.ˈta.jo	NULL	n.	http://naviteri.org/2020/04/aawa-u-amip-a-few-new-things/	3	me-i-ta-yo	NULL	Auen, Feuchtgebiete, Sumpfgebiete	wetlands	NULL	marécages	NULL	moeras, nat gebied	NULL	NULL	NULL
13153	lipx	lip'	l<0><1><2>ipx	vin.	http://naviteri.org/2020/04/aawa-u-amip-a-few-new-things/	1	lipx	l..ipx	tropfen, tröpfeln	drip	NULL	dégoutter, tomber goutte à goutte	NULL	druppelen	NULL	NULL	NULL
13154	fäpyo	ˈfæp.jo	NULL	n.	http://naviteri.org/2020/04/aawa-u-amip-a-few-new-things/	1	fäp-yo	NULL	Dach, Decke (einer Behausung, eines Raumes)	roof	NULL	toit	NULL	dak	NULL	NULL	NULL
13155	sälipx	sæ.ˈlip'	NULL	n.	http://naviteri.org/2020/04/aawa-u-amip-a-few-new-things/	2	sä-lipx	NULL	Tropfen (einer Flüssigkeit)	drop (of a liquid)	NULL	goutte (d'un liquide)	NULL	druppel (van een vloeistof)	NULL	NULL	NULL
13156	kxutslu	ˈk'u.t͡slu	NULL	n.	http://naviteri.org/2020/04/aawa-u-amip-a-few-new-things/	1	kxu-tslu	NULL	Risiko, Gefahr, Wagnis	risk	NULL	risque	NULL	risico	NULL	NULL	NULL
13157	lekxutslu	lɛ.ˈk'u.t͡slu	NULL	adj.	http://naviteri.org/2020/04/aawa-u-amip-a-few-new-things/	2	le-kxu-tslu	NULL	riskant, gefährlich, gewagt, risikoreich	risky	NULL	risqué	NULL	riskant	NULL	NULL	NULL
13158	fura	ˈfu.ɾa	NULL	sbd.	http://naviteri.org/2020/04/aawa-u-amip-a-few-new-things/	1	fu-ra	NULL	dass (Nebensatzeinleiter für ein Verb, das den Dativ verlangt; kurze Form von: fì'ur a)	that	NULL	que | subordonnée à une proposition d'un verbe qui requiert le datif | forme raccourcie de: fì'ur a	NULL	dat	NULL	NULL	NULL
